"mpin_verify_screen_entered_bene_setup","MPIN entry completion event in beneficiary setup. Triggered when: 1) User enters MPIN successfully, 2) MPIN verification completes, 3) Beneficiary authentication succeeds. Properties: flow (bene_setup), type (mpin). Purpose: Track MPIN entry success rates, measure authentication completion, analyze security verification effectiveness. Screens: ManageBeneficiaryAnalytics.mpinEntered(). Scenarios: MPIN authentication success, verification completion, beneficiary security verification."
"simbinding_screen_open","SIM binding onboarding screen event. Triggered when: 1) SIM binding permission screen opens, 2) User enters SIM binding flow, 3) Device binding permissions displayed. Properties: screen (permission_page/loader_screen), is_bottom_sheet (false), module_index, cta_count, flow, product, module (combined_sim_binding). Purpose: Track SIM binding flow entry, measure permission screen engagement, analyze device binding patterns. Screens: PlatformSimbindingEventUtils.trackScreenOpen(). Scenarios: SIM binding start, permission requests, device binding flow."
"simbinding_back_press","SIM binding back navigation event. Triggered when: 1) User presses back on SIM binding screen, 2) SIM binding flow exit, 3) Navigation back from binding step. Properties: screen (permission_page), back_type (system/cta_back), module context. Purpose: Track SIM binding abandonment rates, measure back navigation patterns, analyze binding flow exits. Screens: PlatformSimbindingEventUtils.trackBackPress(). Scenarios: Back navigation, binding flow abandonment, user exit tracking."
"simbinding_api_error","SIM binding API error event. Triggered when: 1) API errors during SIM binding, 2) Network failures in binding flow, 3) SIM binding request failures. Properties: screen (loader_screen), api (endpoint URL). Purpose: Track SIM binding technical issues, measure API reliability, analyze binding error patterns. Screens: PlatformSimbindingEventUtils.trackApiError(). Scenarios: API failures, network errors, SIM binding issues."
"simbinding_message","SIM binding flow message event. Triggered when: 1) SIM binding flow messages displayed, 2) Status updates in binding process, 3) User notifications in binding flow. Properties: screen (context screen), message (message content). Purpose: Track SIM binding flow communication, measure message effectiveness, analyze user guidance patterns. Screens: PlatformSimbindingEventUtils.trackMessage(). Scenarios: Binding status updates, user guidance, flow messages."
"simbinding_missing_data","SIM binding missing data event. Triggered when: 1) Required SIM binding data missing, 2) Configuration errors in binding flow, 3) Missing CTA targets or data. Properties: screen (context screen), message (missing data details). Purpose: Track SIM binding configuration issues, measure data completeness, analyze missing data patterns. Screens: PlatformSimbindingEventUtils.trackMissingData(). Scenarios: Configuration errors, missing data, binding setup issues."
"selfie_completed","Selfie verification completion event. Triggered when: 1) Selfie verification completes (success/failure), 2) HVT selfie authentication finishes, 3) Selfie capture and verification process ends. Properties: status (success/failure). Purpose: Track selfie verification success rates, measure authentication completion, analyze selfie verification effectiveness. Screens: SelfieVerificationHeadlessViewModel.trackSelfieCompletedEvent(). Scenarios: Selfie authentication completion, verification success/failure, HVT authentication tracking."
"aa_web_view_started","Account Aggregator web view initiation event. Triggered when: 1) AA web iframe loads successfully, 2) Bank web interface starts, 3) AA vendor web view begins. Properties: screen (web), bank (bank name), aa (AA provider), vendor (ignosis/finvu), module context. Purpose: Track AA web integration success, measure vendor performance, analyze bank-specific web loading. Screens: PlatformWebEventUtil.trackWebViewOpenEvents(). Scenarios: AA web view loading, bank interface start, vendor integration success."
"aa_web_view_failed","Account Aggregator web view failure event. Triggered when: 1) AA web iframe fails to load, 2) Bank web interface errors, 3) AA vendor web view loading issues. Properties: screen (web), bank (bank name), aa (AA provider), vendor (ignosis/finvu), error (failure reason), module context. Purpose: Track AA web integration failures, measure vendor reliability, analyze bank-specific loading issues. Screens: PlatformWebEventUtil.trackWebViewOpenEvents(). Scenarios: AA web view failures, bank interface errors, vendor integration issues."
"aa_otp_sent","Account Aggregator OTP dispatch event. Triggered when: 1) OTP sent during AA login/signup, 2) Bank authentication OTP dispatched, 3) AA flow OTP generation. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), type (login/signup), module context. Purpose: Track AA OTP delivery success, measure authentication flow progress, analyze OTP dispatch patterns. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: AA OTP delivery, login/signup authentication, bank OTP dispatch."
"aa_login_successful","Account Aggregator login success event. Triggered when: 1) User successfully logs into bank via AA, 2) AA authentication completes, 3) Bank login verification succeeds. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), type (login/signup), module context. Purpose: Track AA login success rates, measure authentication effectiveness, analyze bank-specific login patterns. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: AA login success, bank authentication completion, user verification success."
"aa_login_failed","Account Aggregator login failure event. Triggered when: 1) User login fails via AA, 2) AA authentication errors, 3) Bank login verification fails. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), type (login/signup), error (failure reason), module context. Purpose: Track AA login failure rates, measure authentication issues, analyze bank-specific login problems. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: AA login failures, bank authentication errors, user verification issues."
"aa_bank_otp_failed","Account Aggregator bank OTP failure event. Triggered when: 1) Bank OTP verification fails, 2) AA bank linking OTP errors, 3) Account linking OTP validation issues. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), module context. Purpose: Track bank OTP verification issues, measure linking success rates, analyze OTP-related failures. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: Bank OTP failures, account linking issues, OTP verification problems."
"aa_otp_resent","Account Aggregator OTP resend event. Triggered when: 1) OTP resent during AA flow, 2) User requests OTP resend, 3) AA flow OTP retry action. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), module context. Purpose: Track OTP resend patterns, measure OTP delivery issues, analyze user retry behavior. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: OTP resend requests, delivery retry, user OTP actions."
"aa_consent_screen_cta_clicked","Account Aggregator consent action event. Triggered when: 1) User clicks approve/reject on consent screen, 2) Consent decision made, 3) AA consent CTA interaction. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), module context. Purpose: Track consent interaction patterns, measure consent approval rates, analyze user consent behavior. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: Consent approval/rejection, user consent decisions, AA consent interactions."
"aa_skipped","Account Aggregator journey skip event. Triggered when: 1) User skips AA journey, 2) AA flow abandoned, 3) Account aggregation bypassed. Properties: screen (web), aa (AA provider), vendor (ignosis/finvu), module context. Purpose: Track AA skip rates, measure journey abandonment, analyze user bypass patterns. Screens: PlatformWebEventUtil.trackWebViewOtpAndLoginEvents(). Scenarios: AA journey skipping, flow abandonment, user bypass behavior."
"aa_change_phone_screen_open","Account Aggregator phone number change screen event. Triggered when: 1) Phone number change screen opens in AA flow, 2) User enters phone modification, 3) AA phone number update interface displays. Properties: screen (context screen), vendor (ignosis), module_index, cta_count, flow, product, module (enter_phone). Purpose: Track AA phone number change engagement, measure modification patterns, analyze vendor-specific phone updates. Screens: PlatformPhoneNumberEventUtil.trackScreenOpen(). Scenarios: AA phone number changes, contact modification, vendor-specific updates."
"aa_change_phone_screen_continue","Account Aggregator phone number change continue event. Triggered when: 1) User clicks continue after phone number change, 2) Phone modification confirmation, 3) AA phone update submission. Properties: screen (context screen), vendor (ignosis), cta_action (click), cta_text (button text), cta_target_type/resource, module context. Purpose: Track AA phone change completion rates, measure update success, analyze phone modification patterns. Screens: PlatformPhoneNumberEventUtil.trackCtaClick(). Scenarios: Phone change confirmation, number update completion, AA contact modification."
"search_field_opened","Selection search field opening event. Triggered when: 1) Search field screen opens, 2) User enters search interface, 3) Selection search functionality displays. Properties: user_type (salaried/student/freelancer based on context), module context. Purpose: Track search field engagement, measure search usage patterns, analyze user type search behavior. Screens: PlatformSelectionEventUtil.trackScreenOpen(). Scenarios: Search interface access, selection search start, user search engagement."
"search_field_type","Selection search field interaction event. Triggered when: 1) User clicks on search field, 2) Search interaction starts, 3) Search field focus action. Properties: user_type (salaried/student/freelancer), cta_action (search_start), module context. Purpose: Track search field interaction patterns, measure search initiation, analyze user search behavior. Screens: PlatformSelectionEventUtil.trackSearchFieldClick(). Scenarios: Search field clicks, search initiation, user search interactions."
"aa_bank_search_bank_not_found","Account Aggregator bank search not found event. Triggered when: 1) Bank search returns no results in AA flow, 2) Bank not found in AA vendor list, 3) AA bank search failure. Properties: vendor (ignosis/finvu), module context. Purpose: Track AA bank search failures, measure bank coverage gaps, analyze vendor-specific search issues. Screens: PlatformSelectionEventUtil.trackScreenOpen(). Scenarios: AA bank search failures, bank not found, vendor search limitations."
"aa_bank_not_supported_cta","Account Aggregator bank not supported CTA event. Triggered when: 1) User clicks CTA for unsupported bank, 2) Bank not supported action taken, 3) AA bank limitation acknowledgment. Properties: vendor (ignosis/finvu), bank (searched bank), screen (context), cta_action (click), cta_text, module context. Purpose: Track unsupported bank interactions, measure bank coverage issues, analyze user responses to limitations. Screens: PlatformSelectionEventUtil.trackBankNotSupported(). Scenarios: Unsupported bank actions, bank limitation handling, user workaround attempts."
"selection_input_action","Selection input field action event. Triggered when: 1) User interacts with input fields in selection flow, 2) Input field focus/interaction, 3) Selection form field actions. Properties: module context. Purpose: Track input field engagement, measure form interaction patterns, analyze user input behavior. Screens: PlatformSelectionEventUtil.trackCitySearchFieldClicked(). Scenarios: Input field interactions, form engagement, selection input actions."
"selection_popup_open","Selection popup opening event. Triggered when: 1) Popup or modal opens in selection flow, 2) Selection dialog displays, 3) Popup interface shows. Properties: module context. Purpose: Track popup engagement, measure modal usage patterns, analyze popup interaction effectiveness. Screens: PlatformSelectionEventUtil.trackPopUpOpen(). Scenarios: Popup displays, modal interactions, selection dialogs."
"txn_api_response","Transaction API response tracking event. Triggered when: 1) Transaction API calls complete (success/failure), 2) UPI/Banking API responses received, 3) Payment gateway API status updates. Properties: path (API endpoint), status (success/failure), failure_reason (error message), trace_id, intent_id. Purpose: Track transaction API reliability, measure payment success rates, analyze API performance across transaction flows. Screens: TransactionsRepositoryImpl, ApiErrorLoggingDelegate. Scenarios: UPI transactions, payment processing, banking API calls, transaction status polling."
"upi_transaction_initiated","UPI transaction initiation event. Triggered when: 1) User starts UPI payment flow, 2) Transaction authentication screen opens, 3) Payment verification begins. Properties: flow (payment method), upi_transaction_type (account type), payment_verification (auth mode - mpin/npci_pin/selfie). Purpose: Track UPI transaction flow starts, measure auth method usage, analyze payment initiation patterns. Screens: TransactionAnalyticsDelegate.trackUpiTransactionInitiated(). Scenarios: UPI payment start, authentication method selection, transaction flow entry."
"upi_txn_intent","UPI transaction intent tracking event. Triggered when: 1) QR scan string upload completes, 2) Payment intent creation succeeds, 3) Transaction request validation passes. Properties: upi_request_id (transaction ID), account_selected (account type), vpa (payee VPA), intent_id (payment intent), intent_type (payment type). Purpose: Track QR scan success rates, measure intent creation efficiency, analyze payment intent patterns. Screens: TransactionAnalyticsDelegate.trackQrScanStringUpload(). Scenarios: QR code scanning, payment intent creation, VPA validation."
"tpap_logger","TPAP (Third Party Account Provider) logging event. Triggered when: 1) TPAP flow events occur, 2) External bank account interactions, 3) Payment processing via third-party accounts. Properties: custom properties map with TPAP-specific data. Purpose: Track TPAP integration performance, measure third-party account usage, analyze external banking flow efficiency. Screens: TransactionAnalyticsDelegate.addTpapLogger(). Scenarios: External account payments, third-party banking integration, TPAP flow tracking."
"rtgs_offline_auth_bottomsheet_cta","RTGS offline authentication bottomsheet CTA event. Triggered when: 1) User clicks CTA on RTGS offline auth bottomsheet, 2) RTGS authentication flow continues, 3) Offline RTGS payment method selected. Properties: cta context. Purpose: Track RTGS offline flow engagement, measure authentication CTA effectiveness, analyze offline payment adoption. Screens: TransactionAnalyticsDelegate.trackRtgsBottomSheetCtaClicked(). Scenarios: RTGS offline payments, authentication flow, offline banking method selection."
"bottomsheet_view","Transaction confirmation nudge bottomsheet view event. Triggered when: 1) Bootstrap confirmation nudge displays, 2) Transaction confirmation bottomsheet opens, 3) Payment verification dialog shows. Properties: type (nudge category), journey (transaction), flow (payment flow context). Purpose: Track transaction confirmation nudge usage, measure verification dialog engagement, analyze payment confirmation patterns. Screens: TransactionAnalyticsDelegate.logBootstrapConfirmationNudgeShown(). Scenarios: Payment confirmations, transaction verification, nudge displays."
"transaction_toast_message","Transaction toast message display event. Triggered when: 1) Transaction toast notifications shown, 2) Payment status messages displayed, 3) Transaction feedback toasts appear. Properties: message_displayed (toast content). Purpose: Track transaction notification patterns, measure toast message effectiveness, analyze user feedback communication. Screens: TransactionAnalyticsDelegate.logToastMessageShown(). Scenarios: Payment status updates, transaction feedback, error notifications."
"bottomsheet_cta_clicked","Transaction confirmation nudge CTA click event. Triggered when: 1) User clicks CTA on transaction confirmation bottomsheet, 2) Payment verification action taken, 3) Transaction confirmation dialog interaction. Properties: journey (transaction), flow (payment flow), cta (clicked action). Purpose: Track transaction confirmation CTA effectiveness, measure verification action rates, analyze payment confirmation behavior. Screens: TransactionAnalyticsDelegate.logBootstrapConfirmationNudgeCtaClick(). Scenarios: Payment confirmations, transaction verification actions, nudge interactions."
"tnc_consent_screen_open","Terms and Conditions consent screen opening event. Triggered when: 1) TnC consent screen displays, 2) User enters consent flow, 3) Terms acceptance interface opens. Properties: screen (TncConsent), is_bottom_sheet (false), module_index, cta_count, flow, product, module (TNC_CONSENT). Purpose: Track TnC consent flow entry, measure consent screen engagement, analyze terms acceptance patterns. Screens: PlatformTncScreenEventUtil.trackScreenOpen(). Scenarios: Terms consent flow, legal agreement screens, compliance consent."
"tnc_consent_cta_click","Terms and Conditions consent CTA click event. Triggered when: 1) User clicks proceed/accept on TnC screen, 2) Consent submission action, 3) Terms acceptance confirmation. Properties: screen (TncConsent), cta_action (click), cta_type (primary), cta_text (button text), module context. Purpose: Track TnC consent completion rates, measure acceptance CTA effectiveness, analyze consent submission patterns. Screens: PlatformTncScreenEventUtil.trackProceedClick(). Scenarios: Terms acceptance, consent confirmations, legal agreement submissions."
"tnc_consent_back_press","Terms and Conditions consent back navigation event. Triggered when: 1) User presses back on TnC screen, 2) Consent flow exit, 3) Navigation back from terms screen. Properties: screen (TncConsent), back_type (system/cta_back), module context. Purpose: Track TnC consent abandonment rates, measure back navigation patterns, analyze consent flow exits. Screens: PlatformTncScreenEventUtil.trackBackPress(). Scenarios: Consent flow abandonment, back navigation, terms screen exits."
"tnc_consent_api_error","Terms and Conditions consent API error event. Triggered when: 1) API errors during TnC submission, 2) Network failures in consent flow, 3) Terms acceptance request failures. Properties: screen (TncConsent), api (endpoint URL), error_message (error details), module context. Purpose: Track TnC consent technical issues, measure API reliability, analyze consent submission errors. Screens: PlatformTncScreenEventUtil.trackApiError(). Scenarios: API failures, consent submission errors, network issues."
"ekyc_aadhaar_screen_open","eKYC Aadhaar verification screen opening event. Triggered when: 1) Aadhaar/VID entry screen displays, 2) User enters eKYC verification flow, 3) Identity verification interface opens. Properties: screen (ekyc), module_index, cta_count, flow, product, module (ekyc_aadhaar). Purpose: Track eKYC flow entry, measure Aadhaar verification engagement, analyze identity verification patterns. Screens: PlatformEkycAadhaarEventUtil.trackScreenOpen(). Scenarios: Aadhaar verification, VID entry, eKYC flow start."
"ekyc_aadhaar_error_shown","eKYC Aadhaar validation error event. Triggered when: 1) Aadhaar/VID validation errors occur, 2) Invalid identity numbers entered, 3) eKYC verification failures. Properties: screen (ekyc), error_message (validation error), aadhaar_type (aadhaar/vid based on number length), module context. Purpose: Track eKYC validation issues, measure identity verification errors, analyze Aadhaar/VID input problems. Screens: PlatformEkycAadhaarEventUtil.trackErrorShown(). Scenarios: Validation failures, identity verification errors, number format issues."
"accounts_bottomsheet_opened","Platform accounts bottomsheet opening event. Triggered when: 1) Account selection bottomsheet displays, 2) User views available accounts, 3) Payment account options shown. Properties: tpap_status (onboarded/not_onboarded), number_of_bank_accounts, tpap_enabled, page_source, account_shown, custom properties. Purpose: Track account selection engagement, measure TPAP adoption, analyze account usage patterns. Screens: AccountsBsEventUtils.trackBottomSheetOpened(). Scenarios: Account selection, payment method choice, TPAP account access."
"accounts_bottomsheet_dismissed","Platform accounts bottomsheet dismissal event. Triggered when: 1) User dismisses account selection bottomsheet, 2) Account selection cancelled, 3) Payment method selection abandoned. Properties: page_source (source screen context). Purpose: Track account selection abandonment rates, measure bottomsheet dismissal patterns, analyze payment method selection behavior. Screens: AccountsBsEventUtils.trackBottomSheetDismissed(). Scenarios: Account selection cancellation, payment method abandonment, bottomsheet dismissal."
"accounts_bottomsheet_option_selected","Platform accounts bottomsheet option selection event. Triggered when: 1) User selects account option, 2) Payment method chosen, 3) Account type selection made. Properties: option_selected (activate_slice_account/add_tpap_account/bank_account/activate_savings_account), page_source (source context). Purpose: Track account selection preferences, measure payment method adoption, analyze account type usage patterns. Screens: AccountsBsEventUtils.trackBottomSheetOptionSelected(). Scenarios: Account type selection, payment method choice, account activation."
"accounts_bottomsheet_cta_clicked","Platform accounts bottomsheet CTA click event. Triggered when: 1) User clicks action button on account selection, 2) Account-related CTA triggered, 3) Payment method action confirmed. Properties: account_selected (selected account type), custom properties. Purpose: Track account selection CTA effectiveness, measure action completion rates, analyze account-related interactions. Screens: AccountsBsEventUtils.trackBottomCtaClicked(). Scenarios: Account confirmations, payment method actions, account-related CTA clicks."
"app_pil_api_error","App PIL (Payment Infrastructure Layer) API error event. Triggered when: 1) PIL API calls fail, 2) Payment infrastructure errors, 3) Banking service API issues. Properties: path (API endpoint), failure_reason (error message), status (failure). Purpose: Track payment infrastructure reliability, measure API error rates, analyze banking service issues. Screens: ApiErrorLoggingDelegate.logApiFailureEvent(). Scenarios: Payment API failures, banking service errors, infrastructure issues."
"card_api_error","""Card Management API error tracking event. Triggered when: 1) Card management API calls fail, 2) Network requests encounter errors, 3) Card operations (freeze/unfreeze/pin setting) fail. Properties: path (API endpoint), failure_reason (error message), status (failure), trace_id, card_type. Purpose: Track card management API reliability, measure card operation success rates, analyze API failure patterns. Screens: CardManagementRepositoryImpl, ApiErrorLoggingDelegate. Scenarios: Card freeze operations, PIN setting, limit updates, card booking failures, delivery address validation."""
"avc_page_loaded","""Activity Center page loaded event. Triggered when: 1) AVC main screen loads successfully, 2) Transaction data is fetched and displayed, 3) Activity center initialization completes. Properties: autopay_shown (boolean), to_do_shown (boolean), is_connected (network status), screen (activity_centre). Purpose: Track AVC screen load performance, measure autopay feature visibility, analyze user onboarding to activity center. Screens: AvcViewModel.initialize(), AvcFragment. Scenarios: AVC first load, refresh after network reconnection, post-login AVC access."""
"bottomsheet_view","""AVC bottom sheet view event. Triggered when: 1) Information bottom sheets appear in AVC, 2) Spend analytics explainer sheets open, 3) Location permission guidance shows. Properties: flow (spend_analytics/enable_location), cta (button text), title (sheet title), subtitle (description), location (activity_centre). Purpose: Track bottom sheet engagement, measure explainer effectiveness, analyze user education flows. Screens: SpendAnalyticsFtueBottomSheetFragment, LocationInfoBottomSheet. Scenarios: First-time spend analytics introduction, location permission education, feature explanations."""
"bottomsheet_cta_clicked","""AVC bottom sheet CTA click event. Triggered when: 1) User clicks action buttons in bottom sheets, 2) Proceed/Continue actions in explainers, 3) Permission grant actions. Properties: flow (context), cta (button text), location (activity_centre). Purpose: Track bottom sheet conversion rates, measure CTA effectiveness, analyze user intent to engage. Screens: Bottom sheet CTA handlers. Scenarios: Spend analytics enablement, location permission grants, feature activation flows."""
"activity_centre_clicked","""Activity Center main entry event. Triggered when: 1) User taps Activity Center icon/menu, 2) AVC screen navigation occurs, 3) Deep link to activity center. Properties: source (navigation origin), screen context. Purpose: Track AVC entry points, measure feature adoption, analyze navigation patterns. Screens: Navigation handlers to AVC. Scenarios: Home screen AVC icon tap, menu navigation, deep link entry, push notification tap."""
"activity_centre_search_clicked","""AVC search initiation event. Triggered when: 1) User taps search icon in AVC, 2) Search mode activation, 3) Search UI expansion. Properties: screen (activity_centre). Purpose: Track search feature usage, measure search intent, analyze search adoption. Screens: AVC search bar. Scenarios: Transaction search initiation, activity lookup, search mode activation."""
"activity_centre_search","""AVC search execution event. Triggered when: 1) Search query is executed, 2) Search results are returned, 3) Search completion with results count. Properties: search_result (boolean - has results), query_length, result_count. Purpose: Track search effectiveness, measure search success rates, analyze search patterns. Screens: AVC search functionality. Scenarios: Transaction search execution, activity filtering, search result generation."""
"spend_analytics_launch","""Spend Analytics feature launch event. Triggered when: 1) User accesses spend analytics from AVC icon, 2) Launch from explore section, 3) Bottom sheet CTA click to analytics. Properties: flow (icon/explore/bottomsheet). Purpose: Track spend analytics adoption, measure entry point effectiveness, analyze feature engagement. Screens: Spend analytics navigation. Scenarios: Icon-based launch, explore page access, promotional bottom sheet conversion."""
"app_open_screen_error","""AVC screen error tracking event. Triggered when: 1) AVC API failures occur, 2) Network connectivity issues, 3) Screen loading errors. Properties: screen (activity_centre), reason (api_failure/network_failure), explanation (error message), endpoint (API path), error_code (HTTP status). Purpose: Track AVC reliability, measure error rates, analyze failure patterns. Screens: AVC error handling. Scenarios: API timeouts, network disconnections, server errors, parsing failures."""
"avc_tab_switch","""AVC tab selection event. Triggered when: 1) User switches between AVC tabs, 2) Tab navigation in activity center, 3) Content filtering by tab. Properties: tab_clicked (tab identifier). Purpose: Track tab usage patterns, measure content preferences, analyze navigation behavior. Screens: AVC tab navigation. Scenarios: All/Debits/Credits tab switching, subscription tab access, content filtering."""
"auto_details_page_open","""AVC subscription details view event. Triggered when: 1) User taps subscription item in AVC, 2) Auto-payment details screen opens, 3) Subscription management access. Properties: subscription_id (unique identifier). Purpose: Track subscription engagement, measure subscription management usage, analyze auto-payment interest. Screens: AVC subscription details. Scenarios: Subscription detail view, auto-payment management, subscription status checking."""
"to_do_clicked","""AVC to-do item click event. Triggered when: 1) User clicks to-do items in AVC, 2) Action nudges are tapped, 3) Task completion flows. Properties: page (activity_centre), flow (task type). Purpose: Track to-do engagement, measure task completion rates, analyze user productivity. Screens: AVC to-do section. Scenarios: Location enablement tasks, permission grants, feature setup completion."""
"reload_triggered","""AVC reload action event. Triggered when: 1) User initiates refresh in AVC, 2) Pull-to-refresh gesture, 3) Retry after error states. Properties: is_connected (network status), source (generic_error/network_error/partial_error_bar). Purpose: Track reload patterns, measure error recovery, analyze user persistence. Screens: AVC refresh mechanisms. Scenarios: Pull-to-refresh, error retry, network reconnection refresh."""
"nudge_shown","""AVC nudge display event. Triggered when: 1) Educational nudges appear in AVC, 2) Location permission prompts show, 3) Feature introduction banners. Properties: nudge_type (to_do), event_value (location_permission), location (activity_centre), cta/title/subtitle (content). Purpose: Track nudge effectiveness, measure education impact, analyze user guidance. Screens: AVC nudge components. Scenarios: Location permission education, feature introductions, task reminders."""
"cold_startup_time","""App startup performance tracking event. Triggered when: 1) App cold start completes, 2) First screen draw occurs, 3) Performance metrics collection. Properties: time_to_first_draw, cold_startup_time, time_content_provider_to_app_start, first_activity_name. Purpose: Track app launch performance, measure startup optimization, analyze cold start patterns. Screens: App startup flow. Scenarios: App launch from device restart, first install launch, background-to-foreground transitions."""
"onboarding_started","""Platform onboarding initiation event. Triggered when: 1) Onboarding flow begins, 2) User enters platform onboarding, 3) Onboarding central coordination starts. Properties: source (entry point), flow_type (onboarding type). Purpose: Track onboarding entry points, measure flow initiation, analyze user onboarding patterns. Screens: OnboardingCentralViewmodel. Scenarios: New user onboarding, account upgrade flows, feature-specific onboarding."""
"screen_open","""Generic platform screen open event. Triggered when: 1) Platform onboarding screens load, 2) Employment details verification opens, 3) Banking PDP screens display. Properties: screen (screen type), module (platform module), flow/flow_type, product, is_bottom_sheet. Purpose: Track screen navigation, measure screen engagement, analyze user journey flows. Screens: All platform onboarding screens. Scenarios: Employment verification, banking PDP, delight screens, terminal phases."""
"cta_click","""Platform CTA interaction event. Triggered when: 1) User clicks Continue/Proceed buttons, 2) Form submission actions, 3) Navigation CTA taps. Properties: cta_action (click), cta_text (button text), cta_type (primary/secondary), screen, cta_target_type/resource. Purpose: Track CTA effectiveness, measure conversion rates, analyze user intent progression. Screens: All platform onboarding CTAs. Scenarios: Employment confirmation, banking upgrade, delight actions, terminal navigation."""
"back_press","""Platform back navigation event. Triggered when: 1) System back button pressed, 2) App bar back navigation, 3) Gesture-based back actions. Properties: back_type (system/app), screen (current screen), module context. Purpose: Track navigation patterns, measure back button usage, analyze user flow interruptions. Screens: All platform screens with back navigation. Scenarios: Employment details back, banking PDP back, onboarding flow back navigation."""
"api_error","""Platform API error tracking event. Triggered when: 1) Platform API calls fail, 2) Network requests encounter errors, 3) Server responses with error codes. Properties: api (endpoint), error_message (failure reason), screen (current screen), module context. Purpose: Track API reliability, measure platform stability, analyze error patterns. Screens: All platform API integrations. Scenarios: Employment verification failures, banking API errors, onboarding service failures."""
"op_message","""Platform operational message event. Triggered when: 1) Loader state messages appear, 2) System status updates, 3) Operational feedback display. Properties: message (content), screen (current screen), module context. Purpose: Track system communication, measure user feedback, analyze operational status patterns. Screens: Platform loader screens. Scenarios: Verification in progress, data processing states, system status updates."""
"op_missing_data","""Platform missing data tracking event. Triggered when: 1) Required data is unavailable, 2) Configuration missing scenarios, 3) Data validation failures. Properties: message (missing data description), screen context. Purpose: Track data completeness, measure configuration issues, analyze missing data patterns. Screens: Platform data-dependent screens. Scenarios: Missing onboarding config, incomplete user data, validation failures."""
"passbook_page_open","""Passbook home screen open event. Triggered when: 1) Passbook main page loads successfully, 2) User navigates to passbook section, 3) Savings account passbook access. Properties: source (entry point), load_time (page load duration), error (if page render fails). Purpose: Track passbook usage patterns, measure page load performance, analyze passbook accessibility. Screens: PassbookHomeFragment, PassbookViewModel.trackPageRenderSuccess(). Scenarios: Direct passbook navigation, savings account passbook access, statement viewing flows."""
"passbook_download_clicked_response","""Passbook PDF download response event. Triggered when: 1) PDF download completes or fails, 2) Document generation response received, 3) Download URL fetch outcomes. Properties: status (success/failure), failure_reason (error details), response_time (download duration). Purpose: Track download success rates, measure download performance, analyze download failure patterns. Screens: PassbookViewModel.downloadStatement(). Scenarios: Successful PDF downloads, download failures, network-related download issues."""
"passbook_email_clicked_response","""Passbook email delivery response event. Triggered when: 1) Email statement API response received, 2) Email delivery success or failure, 3) Statement sharing completion. Properties: status (success/failure), failure_reason (error message). Purpose: Track email delivery success rates, measure statement sharing effectiveness, analyze email delivery issues. Screens: PassbookViewModel.mailStatementToUser(). Scenarios: Successful email delivery, email delivery failures, sharing flow completion."""
"passbook_download_back_clicked","""Passbook download interruption event. Triggered when: 1) User presses back during download, 2) Download process cancelled, 3) Navigation away from download screen. Properties: none. Purpose: Track download abandonment patterns, measure user patience during downloads, analyze download UX issues. Screens: PassbookViewModel.trackDeviceBackPressedDuringDownload(). Scenarios: Download cancellation, impatient user behavior, download flow interruption."""
"passbook_txn_fetch_failure","""Passbook transaction fetch failure event. Triggered when: 1) Transaction list API fails, 2) Pagination requests fail, 3) Data loading errors in passbook. Properties: error (failure reason). Purpose: Track passbook data reliability, measure API failure rates, analyze transaction loading issues. Screens: PassbookViewModel.trackPageRenderFailure(). Scenarios: API timeouts, network failures, server errors during transaction fetch."""
"perf_passbook_pdf_download_time","""Passbook PDF download performance event. Triggered when: 1) PDF download completes successfully, 2) Download timing measurement, 3) Performance monitoring. Properties: time_taken (download duration in ms). Purpose: Track download performance, measure system efficiency, analyze download speed patterns. Screens: PassbookViewModel.trackDownloadTimeTaken(). Scenarios: Performance monitoring, download optimization analysis, system performance tracking."""
"keypad_open","""Banking keypad activation event. Triggered when: 1) Amount input keypad opens, 2) Numeric input screens display, 3) Banking form inputs activate. Properties: flow (deposit_standard/deposit_custom), amount, button_state (enabled/disabled). Purpose: Track input interaction patterns, measure keypad usage, analyze banking form engagement. Screens: BankAnalyticsHelper banking flows. Scenarios: Deposit amount entry, payment input, form completion flows."""
"keypad_closed","""Banking keypad dismissal event. Triggered when: 1) Keypad input completes, 2) User dismisses numeric input, 3) Form input finalization. Properties: flow, amount_error (validation issues), button_state. Purpose: Track input completion patterns, measure form interaction success, analyze input abandonment. Screens: Banking keypad interfaces. Scenarios: Successful input completion, keypad dismissal, form validation errors."""
